"","id","accuracy","latitude","longitude","speed","time","average","max","created_at","seqNumber","min"
"26",4736,3,52.52999118,13.41776168,1.56,1466935676000,16,24,"2016-06-26T10:07:57.401Z",1333,7
"27",4737,3,52.52999118,13.41776168,1.56,1466935676000,11,19,"2016-06-26T10:07:57.446Z",1334,5
"28",4738,3,52.52999118,13.41776168,1.56,1466935676000,20,24,"2016-06-26T10:07:57.456Z",1335,17
"29",4739,3,52.52999118,13.41776168,1.56,1466935676000,13,28,"2016-06-26T10:07:57.465Z",1336,5
"30",4740,3,52.52999118,13.41776168,1.56,1466935676000,16,20,"2016-06-26T10:07:57.476Z",1337,13
"31",4741,3,52.53000828,13.41777037,2.23,1466935677000,9,15,"2016-06-26T10:07:58.506Z",1338,3
"32",4742,3,52.53000828,13.41777037,2.23,1466935677000,16,24,"2016-06-26T10:07:58.514Z",1339,7
"33",4743,3,52.53000828,13.41777037,2.23,1466935677000,16,24,"2016-06-26T10:07:58.521Z",1340,9
"34",4744,3,52.53000828,13.41777037,2.23,1466935677000,11,19,"2016-06-26T10:07:58.528Z",1341,3
"35",4745,3,52.53000828,13.41777037,2.23,1466935677000,21,36,"2016-06-26T10:07:58.535Z",1342,7
"36",4746,3,52.53000828,13.41777037,2.23,1466935677000,11,23,"2016-06-26T10:07:58.543Z",1343,3
"37",4747,3,52.53000828,13.41777037,2.23,1466935677000,17,34,"2016-06-26T10:07:58.550Z",1344,5
"38",4748,3,52.53000828,13.41777037,2.23,1466935677000,16,27,"2016-06-26T10:07:58.557Z",1345,7
"39",4749,3,52.53000828,13.41777037,2.23,1466935677000,20,27,"2016-06-26T10:07:58.563Z",1346,13
"40",4750,3,52.53000828,13.41777037,2.23,1466935677000,12,13,"2016-06-26T10:07:58.570Z",1347,9
"41",4751,3,52.53002922,13.41778128,2.49,1466935678000,13,17,"2016-06-26T10:07:59.233Z",1348,11
"42",4752,3,52.53002922,13.41778128,2.49,1466935678000,14,19,"2016-06-26T10:07:59.240Z",1349,9
"43",4753,3,52.53002922,13.41778128,2.49,1466935678000,10,13,"2016-06-26T10:07:59.247Z",1350,9
"44",4754,3,52.53002922,13.41778128,2.49,1466935678000,10,20,"2016-06-26T10:07:59.255Z",1351,3
"45",4755,3,52.53002922,13.41778128,2.49,1466935678000,16,36,"2016-06-26T10:07:59.263Z",1352,9
"46",4756,3,52.53002922,13.41778128,2.49,1466935678000,21,31,"2016-06-26T10:07:59.270Z",1353,17
"47",4757,3,52.53002922,13.41778128,2.49,1466935678000,15,19,"2016-06-26T10:07:59.277Z",1354,11
"48",4758,3,52.53002922,13.41778128,2.49,1466935678000,15,24,"2016-06-26T10:07:59.284Z",1355,5
"49",4759,3,52.53002922,13.41778128,2.49,1466935678000,18,23,"2016-06-26T10:07:59.291Z",1356,17
"50",4760,3,52.53002922,13.41778128,2.49,1466935678000,14,19,"2016-06-26T10:07:59.298Z",1357,11
"51",4761,3,52.53005317,13.41779443,2.96,1466935679000,24,28,"2016-06-26T10:08:00.747Z",1358,20
"52",4762,3,52.53005317,13.41779443,2.96,1466935679000,22,32,"2016-06-26T10:08:00.759Z",1359,13
"53",4763,3,52.53005317,13.41779443,2.96,1466935679000,22,36,"2016-06-26T10:08:00.774Z",1360,17
"54",4764,3,52.53005317,13.41779443,2.96,1466935679000,21,28,"2016-06-26T10:08:00.786Z",1361,9
"55",4765,3,52.53005317,13.41779443,2.96,1466935679000,21,28,"2016-06-26T10:08:00.801Z",1362,19
"56",4766,3,52.53005317,13.41779443,2.96,1466935679000,30,36,"2016-06-26T10:08:00.812Z",1363,24
"57",4767,3,52.53005317,13.41779443,2.96,1466935679000,26,36,"2016-06-26T10:08:00.822Z",1364,17
"58",4768,3,52.53005317,13.41779443,2.96,1466935679000,31,52,"2016-06-26T10:08:00.829Z",1365,23
"59",4769,3,52.53005317,13.41779443,2.96,1466935679000,23,28,"2016-06-26T10:08:00.837Z",1366,13
"60",4770,3,52.53005317,13.41779443,2.96,1466935679000,37,60,"2016-06-26T10:08:00.848Z",1367,24
"61",4771,3,52.53008049,13.41781494,3.28,1466935680000,40,48,"2016-06-26T10:08:01.521Z",1368,28
"62",4772,3,52.53008049,13.41781494,3.28,1466935680000,37,44,"2016-06-26T10:08:01.528Z",1369,28
"63",4773,3,52.53008049,13.41781494,3.28,1466935680000,38,44,"2016-06-26T10:08:01.535Z",1370,28
"64",4774,3,52.53008049,13.41781494,3.28,1466935680000,39,52,"2016-06-26T10:08:01.542Z",1371,24
"65",4775,3,52.53008049,13.41781494,3.28,1466935680000,26,44,"2016-06-26T10:08:01.549Z",1372,17
"66",4776,3,52.53008049,13.41781494,3.28,1466935680000,44,48,"2016-06-26T10:08:01.556Z",1373,40
"67",4777,3,52.53008049,13.41781494,3.28,1466935680000,48,64,"2016-06-26T10:08:01.566Z",1374,32
"68",4778,3,52.53008049,13.41781494,3.28,1466935680000,44,56,"2016-06-26T10:08:01.574Z",1375,24
"69",4779,3,52.53008049,13.41781494,3.28,1466935680000,40,56,"2016-06-26T10:08:01.586Z",1376,28
"70",4780,3,52.53008049,13.41781494,3.28,1466935680000,40,60,"2016-06-26T10:08:01.595Z",1377,28
"71",4781,3,52.53010714,13.41784109,3.35,1466935681000,64,126,"2016-06-26T10:08:02.342Z",1378,9
"72",4782,3,52.53010714,13.41784109,3.35,1466935681000,31,56,"2016-06-26T10:08:02.356Z",1379,17
"73",4783,3,52.53010714,13.41784109,3.35,1466935681000,43,52,"2016-06-26T10:08:02.372Z",1380,32
"74",4784,3,52.53010714,13.41784109,3.35,1466935681000,36,40,"2016-06-26T10:08:02.388Z",1381,28
"75",4785,3,52.53010714,13.41784109,3.35,1466935681000,28,32,"2016-06-26T10:08:02.395Z",1382,17
"76",4786,3,52.53010714,13.41784109,3.35,1466935681000,30,48,"2016-06-26T10:08:02.410Z",1383,13
"77",4787,3,52.53010714,13.41784109,3.35,1466935681000,29,36,"2016-06-26T10:08:02.418Z",1384,20
"78",4788,3,52.53010714,13.41784109,3.35,1466935681000,25,32,"2016-06-26T10:08:02.426Z",1385,17
"79",4789,3,52.53010714,13.41784109,3.35,1466935681000,25,40,"2016-06-26T10:08:02.433Z",1386,17
"80",4790,3,52.53010714,13.41784109,3.35,1466935681000,23,40,"2016-06-26T10:08:02.441Z",1387,13
"81",4791,3,52.53013186,13.41787133,3.38,1466935682000,15,20,"2016-06-26T10:08:03.303Z",1388,13
"82",4792,3,52.53013186,13.41787133,3.38,1466935682000,22,36,"2016-06-26T10:08:03.312Z",1389,11
"83",4793,3,52.53013186,13.41787133,3.38,1466935682000,32,44,"2016-06-26T10:08:03.321Z",1390,24
"84",4794,3,52.53013186,13.41787133,3.38,1466935682000,28,40,"2016-06-26T10:08:03.329Z",1391,17
"85",4795,3,52.53013186,13.41787133,3.38,1466935682000,25,40,"2016-06-26T10:08:03.339Z",1392,17
"86",4796,3,52.53013186,13.41787133,3.38,1466935682000,60,82,"2016-06-26T10:08:03.346Z",1393,52
"87",4797,3,52.53013186,13.41787133,3.38,1466935682000,92,111,"2016-06-26T10:08:03.354Z",1394,79
"88",4798,3,52.53013186,13.41787133,3.38,1466935682000,112,176,"2016-06-26T10:08:03.362Z",1395,60
"89",4799,3,52.53013186,13.41787133,3.38,1466935682000,95,154,"2016-06-26T10:08:03.370Z",1396,56
"90",4800,3,52.53013186,13.41787133,3.38,1466935682000,68,103,"2016-06-26T10:08:03.390Z",1397,38
"91",4801,3,52.53015372,13.41790294,3.15,1466935683000,129,205,"2016-06-26T10:08:04.020Z",1398,64
"92",4802,3,52.53015372,13.41790294,3.15,1466935683000,171,317,"2016-06-26T10:08:04.034Z",1399,107
"93",4803,3,52.53015372,13.41790294,3.15,1466935683000,116,158,"2016-06-26T10:08:04.050Z",1400,82
"94",4804,3,52.53015372,13.41790294,3.15,1466935683000,102,148,"2016-06-26T10:08:04.060Z",1401,83
"95",4805,3,52.53015372,13.41790294,3.15,1466935683000,83,105,"2016-06-26T10:08:04.071Z",1402,58
"96",4806,3,52.53015372,13.41790294,3.15,1466935683000,171,352,"2016-06-26T10:08:04.079Z",1403,52
"97",4807,3,52.53015372,13.41790294,3.15,1466935683000,105,173,"2016-06-26T10:08:04.088Z",1404,68
"98",4808,3,52.53015372,13.41790294,3.15,1466935683000,93,142,"2016-06-26T10:08:04.110Z",1405,40
"99",4809,3,52.53015372,13.41790294,3.15,1466935683000,126,162,"2016-06-26T10:08:04.124Z",1406,103
"100",4810,3,52.53015372,13.41790294,3.15,1466935683000,156,203,"2016-06-26T10:08:04.133Z",1407,113
"101",4811,3,52.53017416,13.41793444,3.02,1466935684000,93,142,"2016-06-26T10:08:04.779Z",1408,56
"102",4812,3,52.53017416,13.41793444,3.02,1466935684000,132,156,"2016-06-26T10:08:04.798Z",1409,115
"103",4813,3,52.53017416,13.41793444,3.02,1466935684000,130,172,"2016-06-26T10:08:04.834Z",1410,101
"104",4814,3,52.53017416,13.41793444,3.02,1466935684000,124,217,"2016-06-26T10:08:04.858Z",1411,66
"105",4815,3,52.53017416,13.41793444,3.02,1466935684000,116,138,"2016-06-26T10:08:04.870Z",1412,79
"106",4816,3,52.53017416,13.41793444,3.02,1466935684000,144,203,"2016-06-26T10:08:04.883Z",1413,85
"107",4817,3,52.53017416,13.41793444,3.02,1466935684000,223,266,"2016-06-26T10:08:04.896Z",1414,111
"108",4818,3,52.53017416,13.41793444,3.02,1466935684000,160,224,"2016-06-26T10:08:04.907Z",1415,85
"109",4819,3,52.53017416,13.41793444,3.02,1466935684000,199,279,"2016-06-26T10:08:04.923Z",1416,103
"110",4820,3,52.53017416,13.41793444,3.02,1466935684000,901,1658,"2016-06-26T10:08:04.937Z",1417,201
"111",4821,3,52.53017416,13.41793444,3.02,1466935684000,164,232,"2016-06-26T10:08:05.574Z",1418,87
"112",4822,3,52.53017416,13.41793444,3.02,1466935684000,460,925,"2016-06-26T10:08:05.584Z",1419,119
"113",4823,3,52.53017416,13.41793444,3.02,1466935684000,189,274,"2016-06-26T10:08:05.592Z",1420,113
"114",4824,3,52.53017416,13.41793444,3.02,1466935684000,112,162,"2016-06-26T10:08:05.600Z",1421,64
"115",4825,3,52.53017416,13.41793444,3.02,1466935684000,199,297,"2016-06-26T10:08:05.616Z",1422,146
"116",4826,3,52.53017416,13.41793444,3.02,1466935684000,261,342,"2016-06-26T10:08:05.625Z",1423,122
"117",4827,3,52.53017416,13.41793444,3.02,1466935684000,261,487,"2016-06-26T10:08:05.634Z",1424,150
"118",4828,3,52.53017416,13.41793444,3.02,1466935684000,247,356,"2016-06-26T10:08:05.641Z",1425,111
"119",4829,3,52.53017416,13.41793444,3.02,1466935684000,195,258,"2016-06-26T10:08:05.649Z",1426,126
"120",4830,3,52.53017416,13.41793444,3.02,1466935684000,252,372,"2016-06-26T10:08:05.656Z",1427,82
"121",4831,3,52.53019273,13.41796602,2.96,1466935685000,454,691,"2016-06-26T10:08:06.310Z",1428,195
"122",4832,3,52.53019273,13.41796602,2.96,1466935685000,509,570,"2016-06-26T10:08:06.318Z",1429,478
"123",4833,3,52.53019273,13.41796602,2.96,1466935685000,491,607,"2016-06-26T10:08:06.325Z",1430,395
"124",4834,3,52.53019273,13.41796602,2.96,1466935685000,293,346,"2016-06-26T10:08:06.331Z",1431,224
"125",4835,3,52.53019273,13.41796602,2.96,1466935685000,276,515,"2016-06-26T10:08:06.338Z",1432,48
"126",4836,3,52.53019273,13.41796602,2.96,1466935685000,260,478,"2016-06-26T10:08:06.348Z",1433,146
"127",4837,3,52.53019273,13.41796602,2.96,1466935685000,197,381,"2016-06-26T10:08:06.354Z",1434,117
"128",4838,3,52.53019273,13.41796602,2.96,1466935685000,227,356,"2016-06-26T10:08:06.361Z",1435,62
"129",4839,3,52.53019273,13.41796602,2.96,1466935685000,296,511,"2016-06-26T10:08:06.367Z",1436,150
"130",4840,3,52.53019273,13.41796602,2.96,1466935685000,386,556,"2016-06-26T10:08:06.374Z",1437,173
"131",4841,3,52.53021164,13.41799899,2.79,1466935686000,273,362,"2016-06-26T10:08:07.033Z",1438,221
"132",4842,3,52.53021164,13.41799899,2.79,1466935686000,354,436,"2016-06-26T10:08:07.040Z",1439,286
"133",4843,3,52.53021164,13.41799899,2.79,1466935686000,367,501,"2016-06-26T10:08:07.047Z",1440,136
"134",4844,3,52.53021164,13.41799899,2.79,1466935686000,353,526,"2016-06-26T10:08:07.053Z",1441,144
"135",4845,3,52.53021164,13.41799899,2.79,1466935686000,245,271,"2016-06-26T10:08:07.060Z",1442,217
"136",4846,3,52.53021164,13.41799899,2.79,1466935686000,430,631,"2016-06-26T10:08:07.066Z",1443,337
"137",4847,3,52.53021164,13.41799899,2.79,1466935686000,386,635,"2016-06-26T10:08:07.074Z",1444,209
"138",4848,3,52.53021164,13.41799899,2.79,1466935686000,285,427,"2016-06-26T10:08:07.082Z",1445,158
"139",4849,3,52.53021164,13.41799899,2.79,1466935686000,282,315,"2016-06-26T10:08:07.089Z",1446,268
"140",4850,3,52.53021164,13.41799899,2.79,1466935686000,359,591,"2016-06-26T10:08:07.095Z",1447,109
"141",4851,3,52.53022975,13.41803276,2.98,1466935687000,326,601,"2016-06-26T10:08:07.706Z",1448,181
"142",4852,3,52.53022975,13.41803276,2.98,1466935687000,377,499,"2016-06-26T10:08:07.714Z",1449,201
"143",4853,3,52.53022975,13.41803276,2.98,1466935687000,265,423,"2016-06-26T10:08:07.720Z",1450,158
"144",4854,3,52.53022975,13.41803276,2.98,1466935687000,439,534,"2016-06-26T10:08:07.727Z",1451,317
"145",4855,3,52.53022975,13.41803276,2.98,1466935687000,334,548,"2016-06-26T10:08:07.734Z",1452,189
"146",4856,3,52.53022975,13.41803276,2.98,1466935687000,444,1098,"2016-06-26T10:08:07.741Z",1453,205
"147",4857,3,52.53022975,13.41803276,2.98,1466935687000,459,1106,"2016-06-26T10:08:07.748Z",1454,252
"148",4858,3,52.53022975,13.41803276,2.98,1466935687000,633,919,"2016-06-26T10:08:07.754Z",1455,368
"149",4859,3,52.53022975,13.41803276,2.98,1466935687000,418,1031,"2016-06-26T10:08:07.761Z",1456,184
"150",4860,3,52.53022975,13.41803276,2.98,1466935687000,336,456,"2016-06-26T10:08:07.768Z",1457,180
"151",4861,3,52.53022975,13.41803276,2.98,1466935687000,333,401,"2016-06-26T10:08:08.383Z",1458,303
"152",4862,3,52.53022975,13.41803276,2.98,1466935687000,278,373,"2016-06-26T10:08:08.390Z",1459,211
"153",4863,3,52.53022975,13.41803276,2.98,1466935687000,298,405,"2016-06-26T10:08:08.409Z",1460,203
"154",4864,3,52.53022975,13.41803276,2.98,1466935687000,343,525,"2016-06-26T10:08:08.419Z",1461,181
"155",4865,3,52.53022975,13.41803276,2.98,1466935687000,453,591,"2016-06-26T10:08:08.432Z",1462,134
"156",4866,3,52.53022975,13.41803276,2.98,1466935687000,378,613,"2016-06-26T10:08:08.442Z",1463,111
"157",4867,3,52.53022975,13.41803276,2.98,1466935687000,197,313,"2016-06-26T10:08:08.451Z",1464,117
"158",4868,3,52.53022975,13.41803276,2.98,1466935687000,412,493,"2016-06-26T10:08:08.459Z",1465,354
"159",4869,3,52.53022975,13.41803276,2.98,1466935687000,273,334,"2016-06-26T10:08:08.465Z",1466,125
"160",4870,3,52.53022975,13.41803276,2.98,1466935687000,237,393,"2016-06-26T10:08:08.472Z",1467,93
"161",4871,4,52.53024826,13.41806896,2.96,1466935688000,372,495,"2016-06-26T10:08:09.095Z",1468,180
"162",4872,4,52.53024826,13.41806896,2.96,1466935688000,210,303,"2016-06-26T10:08:09.102Z",1469,82
"163",4873,4,52.53024826,13.41806896,2.96,1466935688000,259,370,"2016-06-26T10:08:09.110Z",1470,181
"164",4874,4,52.53024826,13.41806896,2.96,1466935688000,275,415,"2016-06-26T10:08:09.117Z",1471,126
"165",4875,4,52.53024826,13.41806896,2.96,1466935688000,865,1839,"2016-06-26T10:08:09.123Z",1472,364
"166",4876,4,52.53024826,13.41806896,2.96,1466935688000,367,483,"2016-06-26T10:08:09.130Z",1473,224
"167",4877,4,52.53024826,13.41806896,2.96,1466935688000,1177,2223,"2016-06-26T10:08:09.137Z",1474,279
"168",4878,4,52.53024826,13.41806896,2.96,1466935688000,462,611,"2016-06-26T10:08:09.144Z",1475,366
"169",4879,4,52.53024826,13.41806896,2.96,1466935688000,471,750,"2016-06-26T10:08:09.151Z",1476,303
"170",4880,4,52.53024826,13.41806896,2.96,1466935688000,379,717,"2016-06-26T10:08:09.160Z",1477,172
"171",4881,5,52.53026355,13.41810458,2.77,1466935689000,639,901,"2016-06-26T10:08:10.273Z",1478,286
"172",4882,5,52.53026355,13.41810458,2.77,1466935689000,657,829,"2016-06-26T10:08:10.281Z",1479,291
"173",4883,5,52.53026355,13.41810458,2.77,1466935689000,623,956,"2016-06-26T10:08:10.295Z",1480,364
"174",4884,5,52.53026355,13.41810458,2.77,1466935689000,1120,1502,"2016-06-26T10:08:10.303Z",1481,682
"175",4885,5,52.53026355,13.41810458,2.77,1466935689000,2270,4687,"2016-06-26T10:08:10.310Z",1482,1172
"176",4886,5,52.53026355,13.41810458,2.77,1466935689000,701,988,"2016-06-26T10:08:10.317Z",1483,354
"177",4887,5,52.53026355,13.41810458,2.77,1466935689000,1245,2698,"2016-06-26T10:08:10.327Z",1484,466
"178",4888,5,52.53026355,13.41810458,2.77,1466935689000,153,221,"2016-06-26T10:08:10.334Z",1485,79
"179",4889,5,52.53026355,13.41810458,2.77,1466935689000,151,209,"2016-06-26T10:08:10.341Z",1486,70
"180",4890,5,52.53026355,13.41810458,2.77,1466935689000,95,146,"2016-06-26T10:08:10.348Z",1487,48
"181",4891,6,52.53027185,13.41813711,2.27,1466935690000,100,142,"2016-06-26T10:08:11.067Z",1488,83
"182",4892,6,52.53027185,13.41813711,2.27,1466935690000,123,166,"2016-06-26T10:08:11.074Z",1489,52
"183",4893,6,52.53027185,13.41813711,2.27,1466935690000,133,177,"2016-06-26T10:08:11.081Z",1490,74
"184",4894,6,52.53027185,13.41813711,2.27,1466935690000,163,238,"2016-06-26T10:08:11.088Z",1491,125
"185",4895,6,52.53027185,13.41813711,2.27,1466935690000,114,150,"2016-06-26T10:08:11.094Z",1492,79
"186",4896,6,52.53027185,13.41813711,2.27,1466935690000,153,213,"2016-06-26T10:08:11.101Z",1493,119
"187",4897,6,52.53027185,13.41813711,2.27,1466935690000,132,213,"2016-06-26T10:08:11.107Z",1494,60
"188",4898,6,52.53027185,13.41813711,2.27,1466935690000,104,107,"2016-06-26T10:08:11.114Z",1495,103
"189",4899,6,52.53027185,13.41813711,2.27,1466935690000,114,201,"2016-06-26T10:08:11.121Z",1496,64
"190",4900,6,52.53027185,13.41813711,2.27,1466935690000,126,150,"2016-06-26T10:08:11.128Z",1497,107
"191",4901,6,52.53027232,13.41816739,1.96,1466935691000,106,144,"2016-06-26T10:08:12.865Z",1498,75
"192",4902,6,52.53027232,13.41816739,1.96,1466935691000,88,122,"2016-06-26T10:08:12.873Z",1499,48
"193",4903,6,52.53027232,13.41816739,1.96,1466935691000,101,154,"2016-06-26T10:08:12.880Z",1500,60
"194",4904,6,52.53027232,13.41816739,1.96,1466935691000,115,207,"2016-06-26T10:08:12.886Z",1501,58
"195",4905,6,52.53027232,13.41816739,1.96,1466935691000,142,260,"2016-06-26T10:08:12.896Z",1502,93
"196",4906,6,52.53027232,13.41816739,1.96,1466935691000,129,172,"2016-06-26T10:08:12.903Z",1503,82
"197",4907,6,52.53027232,13.41816739,1.96,1466935691000,91,133,"2016-06-26T10:08:12.910Z",1504,56
"198",4908,6,52.53027232,13.41816739,1.96,1466935691000,135,199,"2016-06-26T10:08:12.917Z",1505,54
"199",4909,6,52.53026455,13.41820321,2.35,1466935692000,202,260,"2016-06-26T10:08:12.923Z",1506,121
"200",4910,6,52.53026455,13.41820321,2.35,1466935692000,128,180,"2016-06-26T10:08:12.930Z",1507,60
"201",4911,6,52.53026455,13.41820321,2.35,1466935692000,171,211,"2016-06-26T10:08:14.569Z",1508,126
"202",4912,6,52.53026455,13.41820321,2.35,1466935692000,470,1122,"2016-06-26T10:08:14.576Z",1509,129
"203",4913,6,52.53026455,13.41820321,2.35,1466935692000,374,717,"2016-06-26T10:08:14.583Z",1510,79
"204",4914,6,52.53026455,13.41820321,2.35,1466935692000,388,664,"2016-06-26T10:08:14.590Z",1511,140
"205",4915,5,52.53023843,13.41824739,2.89,1466935693000,315,417,"2016-06-26T10:08:14.597Z",1512,176
"206",4916,5,52.53023843,13.41824739,2.89,1466935693000,216,283,"2016-06-26T10:08:14.603Z",1513,172
"207",4917,5,52.53023843,13.41824739,2.89,1466935693000,174,246,"2016-06-26T10:08:14.610Z",1514,115
"208",4918,5,52.53023843,13.41824739,2.89,1466935693000,190,338,"2016-06-26T10:08:14.616Z",1515,134
"209",4919,5,52.53023843,13.41824739,2.89,1466935693000,213,279,"2016-06-26T10:08:14.623Z",1516,109
"210",4920,5,52.53023843,13.41824739,2.89,1466935693000,310,489,"2016-06-26T10:08:14.629Z",1517,150
"211",4921,5,52.53020545,13.4182958,3.23,1466935694000,301,377,"2016-06-26T10:08:16.835Z",1518,228
"212",4922,5,52.53020545,13.4182958,3.23,1466935694000,244,315,"2016-06-26T10:08:16.844Z",1519,113
"213",4923,5,52.53020545,13.4182958,3.23,1466935694000,192,278,"2016-06-26T10:08:16.852Z",1520,130
"214",4924,5,52.53020545,13.4182958,3.23,1466935694000,166,227,"2016-06-26T10:08:16.861Z",1521,125
"215",4925,5,52.53020545,13.4182958,3.23,1466935694000,144,197,"2016-06-26T10:08:16.869Z",1522,97
"216",4926,4,52.53017927,13.41833823,2.26,1466935695000,146,254,"2016-06-26T10:08:16.877Z",1523,68
"217",4927,4,52.53017927,13.41833823,2.26,1466935695000,124,154,"2016-06-26T10:08:16.886Z",1524,75
"218",4928,4,52.53017927,13.41833823,2.26,1466935695000,149,270,"2016-06-26T10:08:16.894Z",1525,82
"219",4929,4,52.53017927,13.41833823,2.26,1466935695000,153,236,"2016-06-26T10:08:16.903Z",1526,68
"220",4930,4,52.53017927,13.41833823,2.26,1466935695000,125,177,"2016-06-26T10:08:16.910Z",1527,36
"221",4931,4,52.53015402,13.41838908,1.67,1466935697000,131,184,"2016-06-26T10:08:18.240Z",1528,101
"222",4932,4,52.53015402,13.41838908,1.67,1466935697000,102,134,"2016-06-26T10:08:18.248Z",1529,42
"223",4933,4,52.53015402,13.41838908,1.67,1466935697000,166,254,"2016-06-26T10:08:18.255Z",1530,99
"224",4934,4,52.53015402,13.41838908,1.67,1466935697000,99,181,"2016-06-26T10:08:18.263Z",1531,40
"225",4935,4,52.53015402,13.41838908,1.67,1466935697000,150,244,"2016-06-26T10:08:18.270Z",1532,44
"226",4936,4,52.53015402,13.41838908,1.67,1466935697000,696,1333,"2016-06-26T10:08:18.281Z",1533,162
"227",4937,4,52.53015402,13.41838908,1.67,1466935697000,860,2282,"2016-06-26T10:08:18.289Z",1534,158
"228",4938,4,52.53015402,13.41838908,1.67,1466935697000,1310,2282,"2016-06-26T10:08:18.296Z",1535,326
"229",4939,4,52.53015402,13.41838908,1.67,1466935697000,1170,1541,"2016-06-26T10:08:18.303Z",1536,577
"230",4940,4,52.53015402,13.41838908,1.67,1466935697000,953,1145,"2016-06-26T10:08:18.310Z",1537,605
"231",4941,3,52.53015217,13.41842198,2.13,1466935698000,1578,2184,"2016-06-26T10:08:21.507Z",1538,1247
"232",4942,3,52.53015217,13.41842198,2.13,1466935698000,1315,1941,"2016-06-26T10:08:21.515Z",1539,1121
"233",4943,3,52.53015217,13.41842198,2.13,1466935698000,1057,1953,"2016-06-26T10:08:21.522Z",1540,650
"234",4944,3,52.53015217,13.41842198,2.13,1466935698000,1090,1266,"2016-06-26T10:08:21.532Z",1541,854
"235",4945,3,52.53015217,13.41842198,2.13,1466935698000,801,1047,"2016-06-26T10:08:21.539Z",1542,574
"236",4946,3,52.53015217,13.41842198,2.13,1466935698000,655,832,"2016-06-26T10:08:21.545Z",1543,486
"237",4947,3,52.53015217,13.41842198,2.13,1466935698000,413,523,"2016-06-26T10:08:21.552Z",1544,213
"238",4948,3,52.53015217,13.41842198,2.13,1466935698000,614,668,"2016-06-26T10:08:21.558Z",1545,550
"239",4949,3,52.53015885,13.41845803,2.44,1466935699000,537,788,"2016-06-26T10:08:21.565Z",1546,424
"240",4950,3,52.53015885,13.41845803,2.44,1466935699000,611,843,"2016-06-26T10:08:21.571Z",1547,299
"241",4951,4,52.53019813,13.41851879,3,1466935701000,923,1247,"2016-06-26T10:08:22.238Z",1548,219
"242",4952,4,52.53019813,13.41851879,3,1466935701000,662,1149,"2016-06-26T10:08:22.246Z",1549,362
"243",4953,4,52.53019813,13.41851879,3,1466935701000,600,799,"2016-06-26T10:08:22.252Z",1550,364
"244",4954,4,52.53019813,13.41851879,3,1466935701000,553,880,"2016-06-26T10:08:22.259Z",1551,228
